6.9727420000162965	0
8.114970999940851	1
10.222723999959271	2
11.088461999861465	3
12.107283999739593	4
12.951398000041081	5
13.795763999951305	6
14.640877999681834	7
15.540730999873631	8
16.409415999987687	9
20.28333099997326	10
21.12934699971447	11
21.977739999783807	12
22.82421899963083	13
31.081548999736697	14
35.881881000022986	15
36.717590000080236	16
37.72930700006327	17
39.61778599978061	18
40.60093099997175	19
41.494032999708	20
42.34100099984062	21
43.18818999990981	22
44.036822999714786	23
45.08305499984999	24
46.057957999892096	25
47.06198099984249	26
51.96051799975976	27
52.806952000082674	28
53.65106999988711	29
54.54787899998337	30
55.445558999963396	31
56.398984999759705	32
57.24637899993468	33
58.091869999771006	34
58.93746799984001	35
59.84709799986376	36
60.69112499972107	37
61.57524399986869	38
62.494010999671445	39
63.33944900006827	40
64.24646699997538	41
68.73747999998159	42
69.59151999990354	43
70.52131199998257	44
71.42594800006918	45
72.33433700002934	46
73.1904169997506	47
74.09768199977407	48
75.05495499981407	49
75.99267899968254	50
76.84019099997386	51
77.69990499991763	52
78.61398199975156	53
83.35310899974502	54
84.21327799987921	55
85.08461999963401	56
85.96013799979119	57
86.83463399984248	58
87.74386799996137	59
88.58942799997749	60
89.51966099994024	61
90.3531919998386	62
91.25713100002031	63
92.15976899986345	64
92.98345099978178	65
93.80631799967887	66
94.62685900007273	67
99.2544910000106	68
100.08645499965496	69
100.9119139998802	70
101.74093899968284	71
102.81891799968434	72
103.8241090000156	73
104.6654319998197	74
105.53535799999736	75
106.40259899992088	76
107.233124999766	77
108.40083499988395	78
109.23787599995194	79
112.18660199983788	80
113.0132399998729	81
113.8389319999078	82
114.79703699978927	83
115.73611599987998	84
116.56449499969312	85
119.52932299982422	86
120.38558899985219	87
121.32580199977383	88
122.28294199985612	89
123.3287349996317	90
124.27099399974395	91
125.12731700007862	92
127.2684189998472	93
128.16085899976315	94
130.16038399973695	95
131.0595929999181	96
132.03313299982256	97
133.01966299968626	98
133.8579089997438	99
