9.54511600002661	0
17.23452799978986	1
18.369404999702965	2
32.04121299995677	3
32.89163399995232	4
33.73879799983115	5
34.58610100005899	6
35.43381800000134	7
48.16654699970968	8
49.27604699969379	9
50.12221800006955	10
51.02107899983821	11
65.03124399978333	12
66.09519499988892	13
67.05709099969681	14
67.9108249996716	15
80.13024100000621	16
80.97720899968408	17
81.84214599987172	18
82.71667700000762	19
95.93885699996463	20
96.76956399971459	21
97.59507899980235	22
98.43898500002979	23
110.35525099987353	24
111.18606099989847	25
117.18151399963972	26
118.00907599990751	27
118.83610099994257	28
129.08225599994694	29
134.07598599997073	30
135.11232999962886	31
136.2762759999896	32
137.25413499969363	33
138.24941499979104	34
141.61678199980088	35
158.70452599983764	36
159.74900899982458	37
164.09540799986644	38
164.9767509998128	39
165.9066869997332	40
167.06319900004019	41
180.33197299973835	42
181.29126499979975	43
182.24708199977613	44
183.10275499970885	45
196.8103589997554	46
197.7481019998777	47
198.73826699995334	48
211.72754999997778	49
212.67552099971	50
213.5290989999703	51
214.49387099983142	52
228.5242709999693	53
231.67137199970966	54
232.51972399975784	55
241.74026499986212	56
242.5861309998254	57
249.84476899999208	58
254.4780250000258	59
257.05600799983586	60
258.73452299993005	61
262.54820399981327	62
263.6792379998951	63
264.70396600007007	64
265.7861839998077	65
266.7351069999313	66
267.59313000002294	67
268.58830599985595	68
269.4327760000306	69
270.3964409997752	70
271.59845999995014	71
272.4760179999066	72
273.52628699964043	73
275.0377719999051	74
276.27993299984155	75
277.1300659996996	76
277.9750259996945	77
278.81954799977393	78
279.66417399966303	79
280.84357899979295	80
281.80358700001307	81
282.6763250000113	82
283.7313249997351	83
284.5752729999731	84
285.5483779999304	85
286.3929810000627	86
287.34158299994306	87
288.49480100006986	88
289.35483199984446	89
290.2195070000744	90
291.0747440000705	91
292.11938399976134	92
292.964462999862	93
293.8171669998155	94
294.8533129997486	95
295.8481349996873	96
296.6948210000737	97
297.5417929997093	98
298.4883839999384	99
